T,C0,C1,T_ns,T_ps
2240445000,225025,225731,2.240445,0.002240445
2240455000,225026,225732,2.240455,0.002240455
2240465000,225027,225733,2.240465,0.002240465
2240475000,225028,225734,2.240475,0.002240475
2240485000,225029,225735,2.240485,0.002240485
2240495000,225030,225736,2.240495,0.002240495
2240505000,225031,225737,2.240505,0.002240505
2240515000,225032,225738,2.240515,0.002240515
2240525000,225033,225739,2.240525,0.002240525
2240535000,225034,225740,2.240535,0.002240535
2240545000,225035,225741,2.240545,0.002240545
2240555000,225036,225742,2.240555,0.002240555
2240565000,225037,225743,2.240565,0.002240565
2240575000,225038,225744,2.240575,0.002240575
2240585000,225039,225745,2.240585,0.002240585
2240595000,225040,225746,2.240595,0.002240595
2240605000,225041,225747,2.240605,0.002240605
2240615000,225042,225748,2.240615,0.002240615
2240625000,225043,225749,2.240625,0.002240625
2240635000,225044,225750,2.240635,0.002240635
2240645000,225045,225751,2.240645,0.002240645
2240655000,225046,225752,2.240655,0.002240655
2240665000,225047,225753,2.240665,0.002240665
2240675000,225048,225754,2.240675,0.002240675
2240685000,225049,225755,2.240685,0.002240685
2240695000,225050,225756,2.240695,0.002240695
2240705000,225051,225757,2.240705,0.002240705
2240715000,225052,225758,2.240715,0.002240715
2240725000,225053,225759,2.240725,0.002240725
2240735000,225054,225760,2.240735,0.002240735
2240745000,225055,225761,2.240745,0.002240745
2240755000,225056,225762,2.240755,0.002240755
2240765000,225057,225763,2.240765,0.002240765
2240775000,225058,225764,2.240775,0.002240775
2240785000,225059,225765,2.240785,0.002240785
2240795000,225060,225766,2.240795,0.002240795
2240805000,225061,225767,2.240805,0.002240805
2240815000,225062,225768,2.240815,0.002240815
2240825000,225063,225769,2.240825,0.002240825
2240835000,225064,225770,2.240835,0.002240835
2240845000,225065,225771,2.240845,0.002240845
2240855000,225066,225772,2.240855,0.002240855
2240865000,225067,225773,2.240865,0.002240865
2240875000,225068,225774,2.240875,0.002240875
2240885000,225069,225775,2.240885,0.002240885
2240895000,225070,225776,2.240895,0.002240895
2240905000,225071,225777,2.240905,0.002240905
2240915000,225072,225778,2.240915,0.002240915
2240925000,225073,225779,2.240925,0.002240925
2240935000,225074,225780,2.240935,0.002240935
2240945000,225075,225781,2.240945,0.002240945
2240955000,225076,225782,2.240955,0.002240955
2240965000,225077,225783,2.240965,0.002240965
2240975000,225078,225784,2.240975,0.002240975
2240985000,225079,225785,2.240985,0.002240985
2240995000,225080,225786,2.240995,0.002240995
2560005000,256981,257680,2.560005,0.002560005
2560015000,256982,257681,2.560015,0.002560015
2560025000,256983,257682,2.560025,0.002560025
2560035000,256984,257683,2.560035,0.002560035
2560045000,256985,257684,2.560045,0.002560045
2560055000,256986,257685,2.560055,0.002560055
2560065000,256987,257686,2.560065,0.002560065
2560075000,256988,257687,2.560075,0.002560075
2560085000,256989,257688,2.560085,0.002560085
2560095000,256990,257689,2.560095,0.002560095
2560105000,256991,257690,2.560105,0.002560105
2560115000,256992,257691,2.560115,0.002560115
2560125000,256993,257692,2.560125,0.002560125
2560135000,256994,257693,2.560135,0.002560135
2560145000,256995,257694,2.560145,0.002560145
2560155000,256996,257695,2.560155,0.002560155
2560165000,256997,257696,2.560165,0.002560165
2560175000,256998,257697,2.560175,0.002560175
2560185000,256999,257698,2.560185,0.002560185
2560195000,257000,257699,2.560195,0.002560195
2560205000,257001,257700,2.560205,0.002560205
2560215000,257002,257701,2.560215,0.002560215
2560225000,257003,257702,2.560225,0.002560225
2560235000,257004,257703,2.560235,0.002560235
2560245000,257005,257704,2.560245,0.002560245
2560255000,257006,257705,2.560255,0.002560255
2560265000,257007,257706,2.560265,0.002560265
2560275000,257008,257707,2.560275,0.002560275
2560285000,257009,257708,2.560285,0.002560285
2560295000,257010,257709,2.560295,0.002560295
2560305000,257011,257710,2.560305,0.002560305
2560315000,257012,257711,2.560315,0.002560315
2560325000,257013,257712,2.560325,0.002560325
2560335000,257014,257713,2.560335,0.002560335
2560345000,257015,257714,2.560345,0.002560345
2560355000,257016,257715,2.560355,0.002560355
2560365000,257017,257716,2.560365,0.002560365
2560375000,257018,257717,2.560375,0.002560375
2560385000,257019,257718,2.560385,0.002560385
2560395000,257020,257719,2.560395,0.002560395
2560405000,257021,257720,2.560405,0.002560405
2560415000,257022,257721,2.560415,0.002560415
2560425000,257023,257722,2.560425,0.002560425
2560435000,257024,257723,2.560435,0.002560435
2560445000,257025,257724,2.560445,0.002560445
2560455000,257026,257725,2.560455,0.002560455
2560465000,257027,257726,2.560465,0.002560465
2560475000,257028,257727,2.560475,0.002560475
2560485000,257029,257728,2.560485,0.002560485
2560495000,257030,257729,2.560495,0.002560495
2560505000,257031,257730,2.560505,0.002560505
2560515000,257032,257731,2.560515,0.002560515
2560525000,257033,257732,2.560525,0.002560525
2560535000,257034,257733,2.560535,0.002560535
2560545000,257035,257734,2.560545,0.002560545
2560555000,257036,257735,2.560555,0.002560555
2560565000,257037,257736,2.560565,0.002560565
2560575000,257038,257737,2.560575,0.002560575
2560585000,257039,257738,2.560585,0.002560585
2560595000,257040,257739,2.560595,0.002560595
2560605000,257041,257740,2.560605,0.002560605
2560615000,257042,257741,2.560615,0.002560615
2560625000,257043,257742,2.560625,0.002560625
2560635000,257044,257743,2.560635,0.002560635
2560645000,257045,257744,2.560645,0.002560645
2560655000,257046,257745,2.560655,0.002560655
2560665000,257047,257746,2.560665,0.002560665
2560675000,257048,257747,2.560675,0.002560675
2560685000,257049,257748,2.560685,0.002560685
2560695000,257050,257749,2.560695,0.002560695
2560705000,257051,257750,2.560705,0.002560705
2560715000,257052,257751,2.560715,0.002560715
2560725000,257053,257752,2.560725,0.002560725
2560735000,257054,257753,2.560735,0.002560735
2560745000,257055,257754,2.560745,0.002560745
2560755000,257056,257755,2.560755,0.002560755
2560765000,257057,257756,2.560765,0.002560765
2560775000,257058,257757,2.560775,0.002560775
2560785000,257059,257758,2.560785,0.002560785
2560795000,257060,257759,2.560795,0.002560795
2560805000,257061,257760,2.560805,0.002560805
2560815000,257062,257761,2.560815,0.002560815
2560825000,257063,257762,2.560825,0.002560825
2560835000,257064,257763,2.560835,0.002560835
2560845000,257065,257764,2.560845,0.002560845
2560855000,257066,257765,2.560855,0.002560855
2560865000,257067,257766,2.560865,0.002560865
2560875000,257068,257767,2.560875,0.002560875
2560885000,257069,257768,2.560885,0.002560885
2560895000,257070,257769,2.560895,0.002560895
2560905000,257071,257770,2.560905,0.002560905
2560915000,257072,257771,2.560915,0.002560915
2560925000,257073,257772,2.560925,0.002560925
2560935000,257074,257773,2.560935,0.002560935
2560945000,257075,257774,2.560945,0.002560945
2560955000,257076,257775,2.560955,0.002560955
2560965000,257077,257776,2.560965,0.002560965
2560975000,257078,257777,2.560975,0.002560975
2560985000,257079,257778,2.560985,0.002560985
2560995000,257080,257779,2.560995,0.002560995
2880005000,288981,289674,2.880005,0.002880005
2880015000,288982,289675,2.880015,0.002880015
2880025000,288983,289676,2.880025,0.002880025
2880035000,288984,289677,2.880035,0.002880035
2880045000,288985,289678,2.880045,0.002880045
2880055000,288986,289679,2.880055,0.002880055
2880065000,288987,289680,2.880065,0.002880065
2880075000,288988,289681,2.880075,0.002880075
2880085000,288989,289682,2.880085,0.002880085
2880095000,288990,289683,2.880095,0.002880095
2880105000,288991,289684,2.880105,0.002880105
2880115000,288992,289685,2.880115,0.002880115
2880125000,288993,289686,2.880125,0.002880125
2880135000,288994,289687,2.880135,0.002880135
2880145000,288995,289688,2.880145,0.002880145
2880155000,288996,289689,2.880155,0.002880155
2880165000,288997,289690,2.880165,0.002880165
2880175000,288998,289691,2.880175,0.002880175
2880185000,288999,289692,2.880185,0.002880185
2880195000,289000,289693,2.880195,0.002880195
2880205000,289001,289694,2.880205,0.002880205
2880215000,289002,289695,2.880215,0.002880215
2880225000,289003,289696,2.880225,0.002880225
2880235000,289004,289697,2.880235,0.002880235
2880245000,289005,289698,2.880245,0.002880245
2880255000,289006,289699,2.880255,0.002880255
2880265000,289007,289700,2.880265,0.002880265
2880275000,289008,289701,2.880275,0.002880275
2880285000,289009,289702,2.880285,0.002880285
2880295000,289010,289703,2.880295,0.002880295
2880305000,289011,289704,2.880305,0.002880305
2880315000,289012,289705,2.880315,0.002880315
2880325000,289013,289706,2.880325,0.002880325
2880335000,289014,289707,2.880335,0.002880335
2880345000,289015,289708,2.880345,0.002880345
2880355000,289016,289709,2.880355,0.002880355
2880365000,289017,289710,2.880365,0.002880365
2880375000,289018,289711,2.880375,0.002880375
2880385000,289019,289712,2.880385,0.002880385
2880395000,289020,289713,2.880395,0.002880395
2880405000,289021,289714,2.880405,0.002880405
2880415000,289022,289715,2.880415,0.002880415
2880425000,289023,289716,2.880425,0.002880425
2880435000,289024,289717,2.880435,0.002880435
2880445000,289025,289718,2.880445,0.002880445
2880455000,289026,289719,2.880455,0.002880455
2880465000,289027,289720,2.880465,0.002880465
2880475000,289028,289721,2.880475,0.002880475
2880485000,289029,289722,2.880485,0.002880485
2880495000,289030,289723,2.880495,0.002880495
2880505000,289031,289724,2.880505,0.002880505
2880515000,289032,289725,2.880515,0.002880515
2880525000,289033,289726,2.880525,0.002880525
2880535000,289034,289727,2.880535,0.002880535
2880545000,289035,289728,2.880545,0.002880545
2880555000,289036,289729,2.880555,0.002880555
2880565000,289037,289730,2.880565,0.002880565
2880575000,289038,289731,2.880575,0.002880575
2880585000,289039,289732,2.880585,0.002880585
2880595000,289040,289733,2.880595,0.002880595
2880605000,289041,289734,2.880605,0.002880605
2880615000,289042,289735,2.880615,0.002880615
2880625000,289043,289736,2.880625,0.002880625
2880635000,289044,289737,2.880635,0.002880635
2880645000,289045,289738,2.880645,0.002880645
2880655000,289046,289739,2.880655,0.002880655
2880665000,289047,289740,2.880665,0.002880665
2880675000,289048,289741,2.880675,0.002880675
2880685000,289049,289742,2.880685,0.002880685
2880695000,289050,289743,2.880695,0.002880695
2880705000,289051,289744,2.880705,0.002880705
2880715000,289052,289745,2.880715,0.002880715
2880725000,289053,289746,2.880725,0.002880725
2880735000,289054,289747,2.880735,0.002880735
2880745000,289055,289748,2.880745,0.002880745
2880755000,289056,289749,2.880755,0.002880755
2880765000,289057,289750,2.880765,0.002880765
2880775000,289058,289751,2.880775,0.002880775
2880785000,289059,289752,2.880785,0.002880785
2880795000,289060,289753,2.880795,0.002880795
2880805000,289061,289754,2.880805,0.002880805
2880815000,289062,289755,2.880815,0.002880815
2880825000,289063,289756,2.880825,0.002880825
2880835000,289064,289757,2.880835,0.002880835
2880845000,289065,289758,2.880845,0.002880845
2880855000,289066,289759,2.880855,0.002880855
2880865000,289067,289760,2.880865,0.002880865
2880875000,289068,289761,2.880875,0.002880875
2880885000,289069,289762,2.880885,0.002880885
2880895000,289070,289763,2.880895,0.002880895
2880905000,289071,289764,2.880905,0.002880905
2880915000,289072,289765,2.880915,0.002880915
2880925000,289073,289766,2.880925,0.002880925
2880935000,289074,289767,2.880935,0.002880935
2880945000,289075,289768,2.880945,0.002880945
2880955000,289076,289769,2.880955,0.002880955
2880965000,289077,289770,2.880965,0.002880965
2880975000,289078,289771,2.880975,0.002880975
2880985000,289079,289772,2.880985,0.002880985
2880995000,289080,289773,2.880995,0.002880995
3200005000,320981,321668,3.200005,0.003200005
3200015000,320982,321669,3.200015,0.003200015
3200025000,320983,321670,3.200025,0.003200025
3200035000,320984,321671,3.200035,0.003200035
3200045000,320985,321672,3.200045,0.003200045
3200055000,320986,321673,3.200055,0.003200055
3200065000,320987,321674,3.200065,0.003200065
3200075000,320988,321675,3.200075,0.003200075
3200085000,320989,321676,3.200085,0.003200085
3200095000,320990,321677,3.200095,0.003200095
3200105000,320991,321678,3.200105,0.003200105
3200115000,320992,321679,3.200115,0.003200115
3200125000,320993,321680,3.200125,0.003200125
3200135000,320994,321681,3.200135,0.003200135
3200145000,320995,321682,3.200145,0.003200145
3200155000,320996,321683,3.200155,0.003200155
3200165000,320997,321684,3.200165,0.003200165
3200175000,320998,321685,3.200175,0.003200175
3200185000,320999,321686,3.200185,0.003200185
3200195000,321000,321687,3.200195,0.003200195
3200205000,321001,321688,3.200205,0.003200205
3200215000,321002,321689,3.200215,0.003200215
3200225000,321003,321690,3.200225,0.003200225
3200235000,321004,321691,3.200235,0.003200235
3200245000,321005,321692,3.200245,0.003200245
3200255000,321006,321693,3.200255,0.003200255
3200265000,321007,321694,3.200265,0.003200265
3200275000,321008,321695,3.200275,0.003200275
3200285000,321009,321696,3.200285,0.003200285
3200295000,321010,321697,3.200295,0.003200295
3200305000,321011,321698,3.200305,0.003200305
3200315000,321012,321699,3.200315,0.003200315
3200325000,321013,321700,3.200325,0.003200325
3200335000,321014,321701,3.200335,0.003200335
3200345000,321015,321702,3.200345,0.003200345
3200355000,321016,321703,3.200355,0.003200355
3200365000,321017,321704,3.200365,0.003200365
3200375000,321018,321705,3.200375,0.003200375
3200385000,321019,321706,3.200385,0.003200385
3200395000,321020,321707,3.200395,0.003200395
3200405000,321021,321708,3.200405,0.003200405
3200415000,321022,321709,3.200415,0.003200415
3200425000,321023,321710,3.200425,0.003200425
3200435000,321024,321711,3.200435,0.003200435
3200445000,321025,321712,3.200445,0.003200445
3200455000,321026,321713,3.200455,0.003200455
3200465000,321027,321714,3.200465,0.003200465
3200475000,321028,321715,3.200475,0.003200475
3200485000,321029,321716,3.200485,0.003200485
3200495000,321030,321717,3.200495,0.003200495
3200505000,321031,321718,3.200505,0.003200505
3200515000,321032,321719,3.200515,0.003200515
3200525000,321033,321720,3.200525,0.003200525
3200535000,321034,321721,3.200535,0.003200535
3200545000,321035,321722,3.200545,0.003200545
3200555000,321036,321723,3.200555,0.003200555
3200565000,321037,321724,3.200565,0.003200565
3200575000,321038,321725,3.200575,0.003200575
3200585000,321039,321726,3.200585,0.003200585
3200595000,321040,321727,3.200595,0.003200595
3200605000,321041,321728,3.200605,0.003200605
3200615000,321042,321729,3.200615,0.003200615
3200625000,321043,321730,3.200625,0.003200625
3200635000,321044,321731,3.200635,0.003200635
3200645000,321045,321731,3.200645,0.003200645
3200655000,321046,321732,3.200655,0.003200655
3200665000,321047,321733,3.200665,0.003200665
3200675000,321048,321734,3.200675,0.003200675
3200685000,321049,321735,3.200685,0.003200685
3200695000,321050,321736,3.200695,0.003200695
3200705000,321051,321737,3.200705,0.003200705
3200715000,321052,321738,3.200715,0.003200715
3200725000,321053,321739,3.200725,0.003200725
3200735000,321054,321740,3.200735,0.003200735
3200745000,321055,321741,3.200745,0.003200745
3200755000,321056,321742,3.200755,0.003200755
3200765000,321057,321743,3.200765,0.003200765
3200775000,321058,321744,3.200775,0.003200775
3200785000,321059,321745,3.200785,0.003200785
3200795000,321060,321746,3.200795,0.003200795
3200805000,321061,321747,3.200805,0.003200805
3200815000,321062,321748,3.200815,0.003200815
3200825000,321063,321749,3.200825,0.003200825
3200835000,321064,321750,3.200835,0.003200835
3200845000,321065,321751,3.200845,0.003200845
3200855000,321066,321752,3.200855,0.003200855
3200865000,321067,321753,3.200865,0.003200865
3200875000,321068,321754,3.200875,0.003200875
3200885000,321069,321755,3.200885,0.003200885
3200895000,321070,321756,3.200895,0.003200895
3200905000,321071,321757,3.200905,0.003200905
3200915000,321072,321758,3.200915,0.003200915
3200925000,321073,321759,3.200925,0.003200925
3200935000,321074,321760,3.200935,0.003200935
3200945000,321075,321761,3.200945,0.003200945
3200955000,321076,321762,3.200955,0.003200955
3200965000,321077,321763,3.200965,0.003200965
3200975000,321078,321764,3.200975,0.003200975
3200985000,321079,321765,3.200985,0.003200985
3200995000,321080,321766,3.200995,0.003200995
3520005000,352981,353661,3.520005,0.003520005
3520015000,352982,353662,3.520015,0.003520015
3520025000,352983,353663,3.520025,0.003520025
3520035000,352984,353664,3.520035,0.003520035
3520045000,352985,353665,3.520045,0.003520045
3520055000,352986,353666,3.520055,0.003520055
3520065000,352987,353667,3.520065,0.003520065
3520075000,352988,353668,3.520075,0.003520075
3520085000,352989,353669,3.520085,0.003520085
3520095000,352990,353670,3.520095,0.003520095
3520105000,352991,353671,3.520105,0.003520105
3520115000,352992,353672,3.520115,0.003520115
3520125000,352993,353673,3.520125,0.003520125
3520135000,352994,353674,3.520135,0.003520135
3520145000,352995,353675,3.520145,0.003520145
3520155000,352996,353676,3.520155,0.003520155
3520165000,352997,353677,3.520165,0.003520165
3520175000,352998,353678,3.520175,0.003520175
3520185000,352999,353679,3.520185,0.003520185
3520195000,353000,353680,3.520195,0.003520195
3520205000,353001,353681,3.520205,0.003520205
3520215000,353002,353682,3.520215,0.003520215
3520225000,353003,353683,3.520225,0.003520225
3520235000,353004,353684,3.520235,0.003520235
3520245000,353005,353685,3.520245,0.003520245
3520255000,353006,353686,3.520255,0.003520255
3520265000,353007,353687,3.520265,0.003520265
3520275000,353008,353688,3.520275,0.003520275
3520285000,353009,353689,3.520285,0.003520285
3520295000,353010,353690,3.520295,0.003520295
3520305000,353011,353691,3.520305,0.003520305
3520315000,353012,353692,3.520315,0.003520315
3520325000,353013,353693,3.520325,0.003520325
3520335000,353014,353694,3.520335,0.003520335
3520345000,353015,353695,3.520345,0.003520345
3520355000,353016,353696,3.520355,0.003520355
3520365000,353017,353697,3.520365,0.003520365
3520375000,353018,353698,3.520375,0.003520375
3520385000,353019,353699,3.520385,0.003520385
3520395000,353020,353700,3.520395,0.003520395
3520405000,353021,353701,3.520405,0.003520405
3520415000,353022,353702,3.520415,0.003520415
3520425000,353023,353703,3.520425,0.003520425
3520435000,353024,353704,3.520435,0.003520435
3520445000,353025,353705,3.520445,0.003520445
3520455000,353026,353706,3.520455,0.003520455
3520465000,353027,353707,3.520465,0.003520465
3520475000,353028,353708,3.520475,0.003520475
3520485000,353029,353709,3.520485,0.003520485
3520495000,353030,353710,3.520495,0.003520495
3520505000,353031,353711,3.520505,0.003520505
3520515000,353032,353712,3.520515,0.003520515
3520525000,353033,353713,3.520525,0.003520525
3520535000,353034,353714,3.520535,0.003520535
3520545000,353035,353715,3.520545,0.003520545
3520555000,353036,353716,3.520555,0.003520555
3520565000,353037,353717,3.520565,0.003520565
3520575000,353038,353718,3.520575,0.003520575
3520585000,353039,353719,3.520585,0.003520585
3520595000,353040,353720,3.520595,0.003520595
3520605000,353041,353721,3.520605,0.003520605
3520615000,353042,353722,3.520615,0.003520615
3520625000,353043,353723,3.520625,0.003520625
3520635000,353044,353724,3.520635,0.003520635
3520645000,353045,353725,3.520645,0.003520645
3520655000,353046,353726,3.520655,0.003520655
3520665000,353047,353727,3.520665,0.003520665
3520675000,353048,353728,3.520675,0.003520675
3520685000,353049,353729,3.520685,0.003520685
3520695000,353050,353730,3.520695,0.003520695
3520705000,353051,353731,3.520705,0.003520705
3520715000,353052,353732,3.520715,0.003520715
3520725000,353053,353733,3.520725,0.003520725
3520735000,353054,353734,3.520735,0.003520735
3520745000,353055,353735,3.520745,0.003520745
3520755000,353056,353736,3.520755,0.003520755
3520765000,353057,353737,3.520765,0.003520765
3520775000,353058,353738,3.520775,0.003520775
3520785000,353059,353739,3.520785,0.003520785
3520795000,353060,353740,3.520795,0.003520795
3520805000,353061,353741,3.520805,0.003520805
3520815000,353062,353742,3.520815,0.003520815
3520825000,353063,353743,3.520825,0.003520825
3520835000,353064,353744,3.520835,0.003520835
3520845000,353065,353745,3.520845,0.003520845
3520855000,353066,353746,3.520855,0.003520855
3520865000,353067,353747,3.520865,0.003520865
3520875000,353068,353748,3.520875,0.003520875
3520885000,353069,353749,3.520885,0.003520885
3520895000,353070,353750,3.520895,0.003520895
3520905000,353071,353751,3.520905,0.003520905
3520915000,353072,353752,3.520915,0.003520915
3520925000,353073,353753,3.520925,0.003520925
3520935000,353074,353754,3.520935,0.003520935
3520945000,353075,353755,3.520945,0.003520945
3520955000,353076,353756,3.520955,0.003520955
3520965000,353077,353757,3.520965,0.003520965
3520975000,353078,353758,3.520975,0.003520975
3520985000,353079,353759,3.520985,0.003520985
3520995000,353080,353760,3.520995,0.003520995
3840005000,384981,385655,3.840005,0.003840005
3840015000,384982,385656,3.840015,0.003840015
3840025000,384983,385657,3.840025,0.003840025
3840035000,384984,385658,3.840035,0.003840035
3840045000,384985,385659,3.840045,0.003840045
3840055000,384986,385660,3.840055,0.003840055
3840065000,384987,385661,3.840065,0.003840065
3840075000,384988,385662,3.840075,0.003840075
3840085000,384989,385663,3.840085,0.003840085
3840095000,384990,385664,3.840095,0.003840095
3840105000,384991,385665,3.840105,0.003840105
3840115000,384992,385666,3.840115,0.003840115
3840125000,384993,385667,3.840125,0.003840125
3840135000,384994,385668,3.840135,0.003840135
3840145000,384995,385669,3.840145,0.003840145
3840155000,384996,385670,3.840155,0.003840155
3840165000,384997,385671,3.840165,0.003840165
3840175000,384998,385672,3.840175,0.003840175
3840185000,384999,385673,3.840185,0.003840185
3840195000,385000,385674,3.840195,0.003840195
3840205000,385001,385675,3.840205,0.003840205
3840215000,385002,385676,3.840215,0.003840215
3840225000,385003,385677,3.840225,0.003840225
3840235000,385004,385678,3.840235,0.003840235
3840245000,385005,385679,3.840245,0.003840245
3840255000,385006,385680,3.840255,0.003840255
3840265000,385007,385681,3.840265,0.003840265
3840275000,385008,385682,3.840275,0.003840275
3840285000,385009,385683,3.840285,0.003840285
3840295000,385010,385684,3.840295,0.003840295
3840305000,385011,385685,3.840305,0.003840305
3840315000,385012,385686,3.840315,0.003840315
3840325000,385013,385687,3.840325,0.003840325
3840335000,385014,385688,3.840335,0.003840335
3840345000,385015,385689,3.840345,0.003840345
3840355000,385016,385690,3.840355,0.003840355
3840365000,385017,385691,3.840365,0.003840365
3840375000,385018,385692,3.840375,0.003840375
3840385000,385019,385693,3.840385,0.003840385
3840395000,385020,385694,3.840395,0.003840395
3840405000,385021,385695,3.840405,0.003840405
3840415000,385022,385696,3.840415,0.003840415
3840425000,385023,385697,3.840425,0.003840425
3840435000,385024,385698,3.840435,0.003840435
3840445000,385025,385699,3.840445,0.003840445
3840455000,385026,385700,3.840455,0.003840455
3840465000,385027,385701,3.840465,0.003840465
3840475000,385028,385702,3.840475,0.003840475
3840485000,385029,385703,3.840485,0.003840485
3840495000,385030,385704,3.840495,0.003840495
3840505000,385031,385705,3.840505,0.003840505
3840515000,385032,385706,3.840515,0.003840515
3840525000,385033,385707,3.840525,0.003840525
3840535000,385034,385708,3.840535,0.003840535
3840545000,385035,385709,3.840545,0.003840545
3840555000,385036,385710,3.840555,0.003840555
3840565000,385037,385711,3.840565,0.003840565
3840575000,385038,385712,3.840575,0.003840575
3840585000,385039,385713,3.840585,0.003840585
3840595000,385040,385714,3.840595,0.003840595
3840605000,385041,385715,3.840605,0.003840605
3840615000,385042,385716,3.840615,0.003840615
3840625000,385043,385717,3.840625,0.003840625
3840635000,385044,385718,3.840635,0.003840635
3840645000,385045,385719,3.840645,0.003840645
3840655000,385046,385720,3.840655,0.003840655
3840665000,385047,385721,3.840665,0.003840665
3840675000,385048,385722,3.840675,0.003840675
3840685000,385049,385723,3.840685,0.003840685
3840695000,385050,385724,3.840695,0.003840695
3840705000,385051,385725,3.840705,0.003840705
3840715000,385052,385726,3.840715,0.003840715
3840725000,385053,385727,3.840725,0.003840725
3840735000,385054,385728,3.840735,0.003840735
3840745000,385055,385729,3.840745,0.003840745
3840755000,385056,385730,3.840755,0.003840755
3840765000,385057,385731,3.840765,0.003840765
3840775000,385058,385732,3.840775,0.003840775
3840785000,385059,385733,3.840785,0.003840785
3840795000,385060,385734,3.840795,0.003840795
3840805000,385061,385735,3.840805,0.003840805
3840815000,385062,385736,3.840815,0.003840815
3840825000,385063,385737,3.840825,0.003840825
3840835000,385064,385738,3.840835,0.003840835
3840845000,385065,385739,3.840845,0.003840845
3840855000,385066,385740,3.840855,0.003840855
3840865000,385067,385741,3.840865,0.003840865
3840875000,385068,385742,3.840875,0.003840875
3840885000,385069,385743,3.840885,0.003840885
3840895000,385070,385744,3.840895,0.003840895
3840905000,385071,385745,3.840905,0.003840905
3840915000,385072,385746,3.840915,0.003840915
3840925000,385073,385747,3.840925,0.003840925
3840935000,385074,385748,3.840935,0.003840935
3840945000,385075,385749,3.840945,0.003840945
3840955000,385076,385750,3.840955,0.003840955
3840965000,385077,385751,3.840965,0.003840965
3840975000,385078,385752,3.840975,0.003840975
3840985000,385079,385753,3.840985,0.003840985
3840995000,385080,385754,3.840995,0.003840995
4160005000,416981,417648,4.160005,0.004160005
4160015000,416982,417649,4.160015,0.004160015
4160025000,416983,417650,4.160025,0.004160025
4160035000,416984,417651,4.160035,0.004160035
4160045000,416985,417652,4.160045,0.004160045
4160055000,416986,417653,4.160055,0.004160055
4160065000,416987,417654,4.160065,0.004160065
4160075000,416988,417655,4.160075,0.004160075
4160085000,416989,417656,4.160085,0.004160085
4160095000,416990,417657,4.160095,0.004160095
4160105000,416991,417658,4.160105,0.004160105
4160115000,416992,417659,4.160115,0.004160115
4160125000,416993,417660,4.160125,0.004160125
4160135000,416994,417661,4.160135,0.004160135
4160145000,416995,417662,4.160145,0.004160145
4160155000,416996,417663,4.160155,0.004160155
4160165000,416997,417664,4.160165,0.004160165
4160175000,416998,417665,4.160175,0.004160175
4160185000,416999,417666,4.160185,0.004160185
4160195000,417000,417667,4.160195,0.004160195
4160205000,417001,417668,4.160205,0.004160205
4160215000,417002,417669,4.160215,0.004160215
4160225000,417003,417670,4.160225,0.004160225
4160235000,417004,417671,4.160235,0.004160235
4160245000,417005,417672,4.160245,0.004160245
4160255000,417006,417673,4.160255,0.004160255
4160265000,417007,417674,4.160265,0.004160265
4160275000,417008,417675,4.160275,0.004160275
4160285000,417009,417676,4.160285,0.004160285
4160295000,417010,417677,4.160295,0.004160295
4160305000,417011,417678,4.160305,0.004160305
4160315000,417012,417679,4.160315,0.004160315
4160325000,417013,417680,4.160325,0.004160325
4160335000,417014,417681,4.160335,0.004160335
4160345000,417015,417682,4.160345,0.004160345
4160355000,417016,417683,4.160355,0.004160355
4160365000,417017,417684,4.160365,0.004160365
4160375000,417018,417685,4.160375,0.004160375
4160385000,417019,417686,4.160385,0.004160385
4160395000,417020,417687,4.160395,0.004160395
4160405000,417021,417688,4.160405,0.004160405
4160415000,417022,417689,4.160415,0.004160415
4160425000,417023,417690,4.160425,0.004160425
4160435000,417024,417691,4.160435,0.004160435
4160445000,417025,417692,4.160445,0.004160445
4160455000,417026,417693,4.160455,0.004160455
4160465000,417027,417694,4.160465,0.004160465
4160475000,417028,417695,4.160475,0.004160475
4160485000,417029,417696,4.160485,0.004160485
4160495000,417030,417697,4.160495,0.004160495
4160505000,417031,417698,4.160505,0.004160505
4160515000,417032,417699,4.160515,0.004160515
4160525000,417033,417700,4.160525,0.004160525
4160535000,417034,417701,4.160535,0.004160535
4160545000,417035,417702,4.160545,0.004160545
4160555000,417036,417703,4.160555,0.004160555
4160565000,417037,417704,4.160565,0.004160565
4160575000,417038,417705,4.160575,0.004160575
4160585000,417039,417706,4.160585,0.004160585
4160595000,417040,417707,4.160595,0.004160595
4160605000,417041,417708,4.160605,0.004160605
4160615000,417042,417709,4.160615,0.004160615
4160625000,417043,417710,4.160625,0.004160625
4160635000,417044,417711,4.160635,0.004160635
4160645000,417045,417712,4.160645,0.004160645
4160655000,417046,417713,4.160655,0.004160655
4160665000,417047,417714,4.160665,0.004160665
4160675000,417048,417715,4.160675,0.004160675
4160685000,417049,417716,4.160685,0.004160685
4160695000,417050,417717,4.160695,0.004160695
4160705000,417051,417718,4.160705,0.004160705
4160715000,417052,417719,4.160715,0.004160715
4160725000,417053,417720,4.160725,0.004160725
4160735000,417054,417721,4.160735,0.004160735
4160745000,417055,417722,4.160745,0.004160745
4160755000,417056,417723,4.160755,0.004160755
4160765000,417057,417724,4.160765,0.004160765
4160775000,417058,417725,4.160775,0.004160775
4160785000,417059,417726,4.160785,0.004160785
